label,statement,party_affiliation,barely_true,false,half_true,mostly_true,speaker_length,job_title_length,state_category,total_history,truth_index,context_group,statement_length,proper_nouns,adjectives,other,lexical_diversity
5,"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s.",republican,2.0,3.0,3.0,2.0,14,12.0,other,10.0,0.4363636363636364,other,140,0.1724137931034483,0.1034482758620689,0.3103448275862069,0.896551724137931
5,"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.""",democrat,4.0,2.0,12.0,11.0,12,16.0,other,32.0,0.5454545454545454,broadcast,129,0.2758620689655172,0.0344827586206896,0.3793103448275862,0.8620689655172413
4,"For the first time in history, my administration posts our White House visitors online.",democrat,70.0,71.0,160.0,162.0,12,9.0,illinois,472.0,0.5661733615221987,live,87,0.125,0.0625,0.1875,1.0
5,Says Texas ranks last in the percentage of residents with high school diplomas.,other,1.0,0.0,1.0,1.0,30,,other,3.0,0.45,other,79,0.0714285714285714,0.1428571428571428,0.1428571428571428,1.0
1,The climate hasnt warmed in quite a few years. That is proven scientifically.,republican,14.0,5.0,10.0,10.0,11,,wisconsin,40.0,0.5024390243902439,broadcast,77,0.0,0.0666666666666666,0.3333333333333333,0.9333333333333332
5,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,republican,10.0,17.0,27.0,19.0,14,22.0,other,81.0,0.4731707317073171,other,92,0.4705882352941176,0.0,0.1176470588235294,0.8823529411764706
3,"In the fall of 2009, only 21 percent of Texas high school graduates enrolled in a four-year public university.",republican,0.0,1.0,3.0,3.0,12,30.0,texas,8.0,0.4888888888888889,social_media,110,0.0476190476190476,0.1428571428571428,0.2857142857142857,0.9047619047619048
1,A North Carolina study proves that probably over a million people voted twice in (the 2012) election.,other,0.0,1.0,0.0,0.0,11,,other,1.0,0.1,broadcast,101,0.1,0.05,0.4,0.95
1,Tarpon Springs takes its homeless to St. Petersburg.,republican,0.0,0.0,0.0,0.0,13,,other,0.0,0.0,other,52,0.4444444444444444,0.0,0.2222222222222222,1.0
5,The overall fact about illegal immigration is that its not actually getting worse.,other,6.0,6.0,4.0,6.0,13,10.0,other,23.0,0.45,campaign_ads,82,0.0,0.2142857142857142,0.1428571428571428,1.0
2,Says Hillary Clinton has been in office and in government longer than anybody else running here tonight.,republican,32.0,24.0,32.0,35.0,11,12.0,florida,128.0,0.5023255813953488,live,104,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.9444444444444444
5,More people are apprehended after illegally crossing the U.S.-Mexico border a week than are born in Texas each week.,republican,4.0,4.0,3.0,4.0,11,25.0,texas,19.0,0.37,broadcast,116,0.1,0.05,0.2,0.9
5,"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product.",republican,6.0,5.0,7.0,6.0,13,8.0,other,27.0,0.4428571428571429,broadcast,127,0.1538461538461538,0.1538461538461538,0.2307692307692307,0.9230769230769232
5,"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.",democrat,70.0,71.0,160.0,163.0,12,9.0,illinois,473.0,0.5666666666666668,live,150,0.0357142857142857,0.0357142857142857,0.2142857142857142,0.9285714285714286
3,The United States sends $300 billion -- half our trade deficit -- overseas for oil to unstable and unfriendly regimes.,republican,5.0,1.0,4.0,4.0,12,,other,15.0,0.4875,live,118,0.0909090909090909,0.1363636363636363,0.4090909090909091,0.9545454545454546
3,Our population has grown from about 1 million in the 1970s to almost 7 million today.,other,0.0,0.0,0.0,0.0,5,,other,0.0,0.0,other,85,0.0,0.0,0.4705882352941176,0.9411764705882352
4,Says its estimated that 300 babies a year are sent home from the hospital with an unrecognized congenital heart defect; it is the most common birth defect in America.,republican,0.0,0.0,0.0,0.0,13,9.0,texas,0.0,0.0,other,166,0.032258064516129,0.0967741935483871,0.2258064516129032,0.9032258064516128
3,"Since President Obama took office, gas prices have gone up 67 percent.",republican,2.0,3.0,2.0,2.0,14,12.0,other,9.0,0.42,social_media,70,0.1428571428571428,0.0,0.2857142857142857,1.0
4,Rick Scott tried to slash school funding by $3.3 billion.,democrat,15.0,9.0,20.0,18.0,13,,florida,64.0,0.5261538461538462,campaign_ads,57,0.1666666666666666,0.0,0.4166666666666667,1.0
0,The health care reform bill would make it mandatory absolutely require that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.,republican,0.0,0.0,0.0,0.0,15,,other,1.0,0.0,broadcast,196,0.0294117647058823,0.0588235294117647,0.2941176470588235,0.9705882352941176
2,"Before Act 10, the total cost of public sector employees employment was 29 percent higher than that in the private sector. After the act, its still 22 percent higher.",republican,13.0,6.0,10.0,10.0,11,,wisconsin,40.0,0.497560975609756,broadcast,166,0.0303030303030303,0.1515151515151515,0.3333333333333333,0.7575757575757576
1,"When President Franklin D. Roosevelt started Social Security, it only affected widows and orphans, and when Medicare began, it was a small program.",democrat,70.0,70.0,160.0,163.0,12,9.0,illinois,472.0,0.5674418604651162,official,147,0.2592592592592592,0.037037037037037,0.2592592592592592,0.8148148148148148
5,The deficit was on track to top $1 trillion the year I took office.,democrat,70.0,71.0,160.0,163.0,12,9.0,illinois,473.0,0.5666666666666668,campaign_ads,67,0.0,0.0,0.4375,0.9375
3,We paid down the debt for four years -- paid down $600 billion on the national debt.,democrat,4.0,2.0,11.0,11.0,12,16.0,other,31.0,0.54375,broadcast,84,0.0,0.0526315789473684,0.4736842105263157,0.7894736842105263
3,A vast majority of the production in the United States comes from small independent oil and gas companies.,democrat,0.0,0.0,0.0,0.0,9,19.0,other,0.0,0.0,broadcast,106,0.1052631578947368,0.1578947368421052,0.2105263157894736,0.9473684210526316
4,"As part of legislative fights over abortion rights,Mike Coffman co-sponsored a bill to redefine rape.",other,1.0,0.0,3.0,1.0,11,,other,5.0,0.5,other,101,0.1111111111111111,0.0555555555555555,0.2222222222222222,0.9444444444444444
3,"An Army report stated Allen West performed illegal acts, merited court martial, faced 11 years in prison.",democrat,2.0,1.0,3.0,5.0,14,,florida,11.0,0.5666666666666667,campaign_ads,105,0.15,0.05,0.25,0.95
4,"Says each year approximately 30,000 people in the United States die as a result of gunfire, and about 80,000 people are wounded.",democrat,1.0,0.0,0.0,0.0,12,18.0,ohio,1.0,0.2,live,128,0.0833333333333333,0.0,0.2916666666666667,0.9166666666666666
3,"In this city, there hasnt been a stadium thats lasted more than 27 years.",other,0.0,0.0,0.0,0.0,13,25.0,other,0.0,0.0,other,73,0.0,0.0625,0.375,1.0
4,"When he served as governor, Schwarzenegger preserved more land than any other gubernatorial administration in Californias history.",democrat,0.0,0.0,0.0,0.0,12,47.0,other,0.0,0.0,official,130,0.1052631578947368,0.1052631578947368,0.2105263157894736,1.0
3,"More people are driving under the influence of drugs than are driving under the influence of alcohol. A recent roadside survey showed that 16 percent of the people tested, tested positive for illicit or licit drugs. Thats significantly higher than alcohol.",democrat,0.0,0.0,0.0,0.0,15,54.0,other,0.0,0.0,broadcast,256,0.0,0.0888888888888888,0.2,0.6666666666666666
0,"Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are Socialists.",other,7.0,19.0,3.0,5.0,12,,other,77.0,0.158974358974359,other,90,0.6666666666666666,0.0,0.1333333333333333,1.0
4,Rep. Peter Petrarca voted on two pieces of legislation that helped auto body shops ... and at that point I think there is a conflict of interest.,democrat,0.0,0.0,0.0,0.0,20,,other,0.0,0.0,broadcast,145,0.1071428571428571,0.0,0.25,0.9285714285714286
1,Says Hillary Clinton refuses to testify before Congress about the 2012 attack in Benghazi.,other,14.0,17.0,15.0,11.0,14,20.0,other,93.0,0.2851063829787234,social_media,90,0.2666666666666666,0.0,0.2666666666666666,1.0
1,Commerce Secretary nominee John Bryson appears to endorse world government.,republican,0.0,0.0,0.0,0.0,11,,other,0.0,0.0,other,75,0.3636363636363636,0.0,0.1818181818181818,1.0
4,"Obama says McCain went to Bermuda and ""pledged to protect tax breaks for American corporations that hide their profits offshore.""",democrat,70.0,71.0,160.0,162.0,12,9.0,illinois,472.0,0.5661733615221987,campaign_ads,129,0.1304347826086956,0.0434782608695652,0.217391304347826,0.9565217391304348
4,Says Texas is last in mental health expenditures.,other,1.0,0.0,1.0,0.0,30,,other,2.0,0.3333333333333333,other,49,0.1111111111111111,0.2222222222222222,0.1111111111111111,1.0
1,Says Rob Portman even voted to allow people on the terrorism watch list to buy guns.,democrat,2.0,5.0,7.0,4.0,14,20.0,ohio,19.0,0.4599999999999999,campaign_ads,84,0.1176470588235294,0.0,0.2352941176470588,0.9411764705882352
4,Says the Obama Administration has fulfilled all of Texas requests for fire management assisting grants.,other,2.0,2.0,1.0,1.0,10,27.0,other,6.0,0.3714285714285715,official,103,0.1875,0.0,0.1875,1.0
4,Says federal debt doubled during the Bush administration.,democrat,1.0,0.0,1.0,1.0,11,6.0,texas,4.0,0.36,live,57,0.1111111111111111,0.1111111111111111,0.2222222222222222,1.0
0,"The administration raises revenue for nationalized health care through a series of new taxes, including a light switch tax that would cost every American household $3,128 a year.",republican,0.0,3.0,4.0,0.0,17,,other,7.0,0.375,social_media,178,0.0,0.1290322580645161,0.3548387096774194,0.9032258064516128
4,Offshore wind power is significantly less expensive than solar energy.,other,0.0,0.0,0.0,0.0,17,21.0,other,0.0,0.0,broadcast,70,0.0,0.2727272727272727,0.0909090909090909,1.0
0,The Constitution simply does not authorize the federal government to own any of this land (in the Western states).,republican,3.0,0.0,2.0,0.0,17,5.0,other,7.0,0.3,broadcast,114,0.0909090909090909,0.0454545454545454,0.4090909090909091,0.9090909090909092
4,"Says $800,000 cost of Texas special legislative session would pay for 1.6 million condoms, 90,000 months of the pill or 20 full-time sexual health educators.",democrat,0.0,0.0,0.0,0.0,12,9.0,texas,0.0,0.0,live,157,0.0357142857142857,0.1428571428571428,0.3571428571428571,0.9642857142857144
4,"(Deborah) Ross defends those who want to burn the American flag, and even called efforts to ban flag-burning ridiculous, yet refused to help a disabled veteran fly the flag.",republican,0.0,0.0,1.0,0.0,22,,other,1.0,0.3,broadcast,173,0.0588235294117647,0.1176470588235294,0.3823529411764705,0.8529411764705882
3,Texas agriculture is at 98 percent efficiency in water use and just about maxed out as to what we can do on the conservation end of it.,republican,1.0,2.0,1.0,0.0,10,30.0,texas,5.0,0.2333333333333333,other,135,0.0357142857142857,0.0,0.25,1.0
4,An estimated 56 million Americans don't have bank accounts.,democrat,0.0,2.0,4.0,3.0,12,14.0,other,10.0,0.4727272727272727,other,59,0.0909090909090909,0.0,0.3636363636363636,1.0
3,Our president has labeled Americans as soft.,republican,30.0,30.0,41.0,23.0,10,8.0,texas,142.0,0.4265734265734265,other,44,0.125,0.125,0.125,1.0
1,ISIS leader Abu Bakr al Baghdadi was released by Obama in 2009.,republican,0.0,0.0,0.0,0.0,13,22.0,new york,0.0,0.0,broadcast,63,0.3846153846153846,0.0,0.1538461538461538,1.0
5,The NRA used to support expanded background checks.,democrat,70.0,71.0,160.0,163.0,12,9.0,illinois,473.0,0.5666666666666668,other,51,0.1111111111111111,0.1111111111111111,0.3333333333333333,1.0
3,Going to public financing really disadvantages Democrats because you're not able to raise funds between the day you win the primaries and the time you're officially nominated.,democrat,1.0,2.0,2.0,8.0,15,8.0,other,14.0,0.56,broadcast,175,0.0333333333333333,0.0666666666666666,0.2,0.8
4,"[E]mployment in Gwinnett is up more than 3 percent over last year, and unemployment is the lowest of the five core metro counties.",republican,1.0,0.0,1.0,1.0,14,,other,3.0,0.45,live,130,0.1071428571428571,0.1428571428571428,0.2142857142857142,0.9285714285714286
2,The average minimum wage worker is 35 years old.,democrat,69.0,71.0,160.0,163.0,12,9.0,illinois,472.0,0.5670190274841439,campaign_ads,48,0.0,0.3,0.3,1.0
0,Ive been outspent by my opponents every time Ive run for U.S. Senate.,democrat,2.0,4.0,7.0,5.0,13,,wisconsin,18.0,0.5157894736842106,broadcast,69,0.2857142857142857,0.0714285714285714,0.1428571428571428,0.9285714285714286
1,"In the history of Republican primaries, Ive gotten the most votes in the history of the Republican party.",republican,63.0,113.0,51.0,37.0,12,15.0,new york,325.0,0.3312883435582822,live,105,0.1,0.05,0.3,0.65
0,"The Massachusetts Supreme Court...defined marriage as simply, quote,the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse.",republican,0.0,1.0,1.0,1.0,11,,other,4.0,0.32,broadcast,205,0.0769230769230769,0.0,0.282051282051282,0.7692307692307693
2,"The federal health care plan ""costs Texas taxpayers $2.4 billion per year.""",republican,7.0,8.0,10.0,5.0,14,19.0,texas,35.0,0.4,official,75,0.0625,0.0625,0.4375,1.0
1,"When the New Hampshire Legislature raised the gasoline tax, gas prices in the state were skyrocketing.",other,4.0,4.0,4.0,2.0,11,,other,14.0,0.4266666666666667,campaign_ads,102,0.1666666666666666,0.0,0.3333333333333333,0.8888888888888888
4,Social Security didnt cause the debt crisis. Social Security had nothing to do with the debt crisis.,democrat,1.0,3.0,4.0,5.0,15,19.0,ohio,13.0,0.5285714285714286,live,100,0.2105263157894736,0.0,0.2631578947368421,0.6842105263157895
5,Says that in the U.S. House of Representatives weve had bipartisan support for the repeal of Obamacare for getting rid of cap and trade for building the Keystone Pipeline.,republican,2.0,2.0,1.0,0.0,16,19.0,other,5.0,0.3,other,171,0.2,0.0666666666666666,0.1333333333333333,0.8
1,"We will spend $100 billion in Afghanistan this year, fixing roads, building bridges, training police officers, and more, [and] cutting the same things in our own country.",democrat,7.0,3.0,5.0,4.0,15,19.0,other,20.0,0.4571428571428572,broadcast,170,0.0277777777777777,0.1388888888888889,0.3333333333333333,0.8333333333333334
2,The war in Iraq was a major factor in blowing the top off the price of oil.,democrat,0.0,0.0,1.0,5.0,8,6.0,other,6.0,0.6571428571428571,other,75,0.0555555555555555,0.1111111111111111,0.3333333333333333,0.8333333333333334
2,This type of mass violence does not happen in other advanced countries. It doesnt happen in other places with this kind of frequency.,democrat,69.0,71.0,160.0,163.0,12,9.0,illinois,472.0,0.5670190274841439,other,133,0.0,0.12,0.16,0.76
0,Says Mitt Romney did not pay taxes for 10 years.,democrat,4.0,5.0,3.0,7.0,10,24.0,other,21.0,0.4545454545454545,social_media,48,0.1818181818181818,0.0,0.1818181818181818,1.0
2,"A ""massive"" federal computer network will make your medical records available to ""millions of people"" with a ""complete lack of privacy and confidentiality,"" while doctors and hospitals who don't take part face ""stiff penalties.""",other,0.0,1.0,0.0,0.0,22,34.0,other,1.0,0.1,other,228,0.0,0.1333333333333333,0.3333333333333333,0.8
5,Wrong precinct rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.,democrat,0.0,0.0,0.0,0.0,14,20.0,ohio,0.0,0.0,other,126,0.0,0.1428571428571428,0.3333333333333333,0.9523809523809524
5,Says Donald Trump used undocumented labor to build the Trump Tower.,democrat,40.0,29.0,69.0,76.0,15,22.0,new york,221.0,0.5585585585585585,live,67,0.3333333333333333,0.0833333333333333,0.25,0.9166666666666666
0,Says Gov. Scott Walker has been rated Americas most factually-challenged politician.,democrat,5.0,7.0,2.0,2.0,32,,wisconsin,22.0,0.2695652173913044,social_media,84,0.3076923076923077,0.0769230769230769,0.1538461538461538,0.9230769230769232
5,Sharron Angle would eliminate the Department of Education.,democrat,4.0,5.0,3.0,7.0,10,24.0,other,22.0,0.4347826086956521,campaign_ads,58,0.4444444444444444,0.0,0.3333333333333333,1.0
4,An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.,republican,0.0,0.0,0.0,1.0,11,,other,1.0,0.4,other,122,0.0,0.1428571428571428,0.238095238095238,0.9523809523809524
1,On whether BPs $20 billion fund to compensate oil spill victims is a slush fund.,republican,3.0,0.0,1.0,0.0,13,46.0,other,4.0,0.36,broadcast,80,0.0588235294117647,0.0,0.3529411764705882,0.9411764705882352
1,On in-state tuition for illegal immigrants.,republican,28.0,22.0,38.0,34.0,10,8.0,florida,129.0,0.5046153846153847,broadcast,43,0.0,0.2857142857142857,0.1428571428571428,1.0
0,Says Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.,republican,18.0,9.0,8.0,5.0,43,,other,47.0,0.3708333333333333,other,95,0.3529411764705882,0.0,0.1176470588235294,1.0
5,The five economic indicators that the federal government tracks - for the first time since August 2006 - were positive this October.,democrat,3.0,5.0,3.0,4.0,14,,other,15.0,0.45,broadcast,132,0.0869565217391304,0.1739130434782608,0.391304347826087,0.8695652173913043
3,Medicare has at least $80 billion worth of fraud a year. That's a full 20 percent of every dollar that's spent on Medicare goes to fraud.,republican,2.0,3.0,2.0,2.0,10,12.0,other,9.0,0.42,broadcast,137,0.064516129032258,0.064516129032258,0.3870967741935484,0.7741935483870968
2,"In slashing $1.7 billion from Social Security, Rep. Jim Renacci may end up forcing the entire agency to ... shut down for a month, causing seniors to not get their benefits on time, halting claims processing, and forcing new retirees and disabled workers into a backlog.",democrat,10.0,8.0,5.0,1.0,43,,other,33.0,0.2764705882352941,official,270,0.0961538461538461,0.0576923076923076,0.3269230769230769,0.8653846153846154
2,"Says Sen. Bill Nelson voted to spend $144,541 to see how monkeys react under the influence of cocaine.",republican,2.0,3.0,1.0,3.0,11,35.0,florida,10.0,0.4,campaign_ads,102,0.15,0.05,0.35,0.95
1,What were the old annual deficits under Republicans have now become the monthly deficits under Democrats.,republican,0.0,1.0,1.0,0.0,14,16.0,texas,3.0,0.2,other,105,0.1176470588235294,0.1764705882352941,0.2352941176470588,0.8235294117647058
4,Says(President) Reagans second inaugural was moved inside the Capitol. It was. Because of a terrible snowstorm.,other,0.0,0.0,0.0,0.0,12,30.0,other,0.0,0.0,broadcast,111,0.1818181818181818,0.0909090909090909,0.3181818181818182,0.8636363636363636
5,"Says a poll shows that without a name attached, Democrats are just one point behind Gov. John Kasich.",democrat,0.0,0.0,2.0,4.0,13,38.0,ohio,6.0,0.6285714285714287,live,101,0.1904761904761904,0.0,0.2857142857142857,0.9047619047619048
3,There were more people at the Air and Space Museum than at a rally against the health care bills.,democrat,0.0,1.0,0.0,0.0,10,40.0,other,1.0,0.1,broadcast,97,0.15,0.05,0.25,0.9
3,People for the Ethical Treatment of Animals estimates 200 animals will be spared annually as the result of former President Bill Clinton adopting a vegan diet.,other,0.0,0.0,1.0,0.0,32,,other,1.0,0.3,other,159,0.2222222222222222,0.074074074074074,0.2222222222222222,0.8518518518518519
0,Says Texas did not bail out a loan program he oversaw as state agriculture commissioner.,republican,30.0,30.0,42.0,23.0,10,8.0,texas,142.0,0.4307692307692308,broadcast,88,0.0625,0.0,0.1875,0.9375
1,We spend almost twice as much per capita on health care as do the people of any other country.,other,18.0,11.0,22.0,41.0,8,12.0,other,92.0,0.5956989247311829,broadcast,94,0.0,0.1,0.15,0.95
1,On repealing the 17th Amendment,republican,8.0,7.0,10.0,5.0,14,19.0,texas,35.0,0.4055555555555556,live,31,0.0,0.0,0.4,1.0
3,"Says Bruce Starr voted to throw 6,000 Oregonians off unemployment.",democrat,1.0,1.0,1.0,0.0,23,15.0,other,3.0,0.3,official,66,0.2727272727272727,0.0,0.3636363636363636,1.0
3,We need to pass a carbon tax to stop climate change. Break up the Wall Street banks. And stop the government spying on innocent Americans. Cory Booker doesnt support any of these ideas.,democrat,0.0,1.0,1.0,1.0,9,,other,3.0,0.4,broadcast,185,0.1351351351351351,0.027027027027027,0.3243243243243243,0.8378378378378378
0,"Says while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China.",other,0.0,0.0,0.0,0.0,40,,other,1.0,0.0,campaign_ads,124,0.1304347826086956,0.0434782608695652,0.3043478260869565,0.9130434782608696
4,"The governor is trying to take credit for recent actions taken by these companies. The problem is that for all three companies, the decision to move or stay in New Jersey happened before Chris Christie became governor.",democrat,0.0,0.0,0.0,0.0,27,14.0,other,0.0,0.0,official,218,0.1,0.025,0.275,0.8
5,My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.,republican,26.0,41.0,32.0,40.0,12,26.0,wisconsin,150.0,0.462251655629139,social_media,129,0.0,0.04,0.12,0.84
3,"Says more than 1 million Texans are jobless, the state has its highest unemployment rate in more than 20 years and joblessness doubled on Rick Perrys watch.",republican,34.0,32.0,57.0,33.0,11,15.0,other,175.0,0.4579545454545454,campaign_ads,156,0.1034482758620689,0.1379310344827586,0.2068965517241379,0.9310344827586208
4,"He has asked for $932-million of earmark pork-barrel spending, nearly a million dollars for every day that hes been in the United States Senate.",republican,31.0,39.0,31.0,36.0,11,12.0,other,145.0,0.4630136986301369,live,144,0.1111111111111111,0.074074074074074,0.3333333333333333,0.925925925925926
4,"Canada ""does spills into their water to practice in the event that this would happen. That is not allowed in the United States.""",democrat,0.0,1.0,0.0,1.0,13,12.0,other,2.0,0.3333333333333333,official,128,0.1111111111111111,0.0,0.3703703703703703,0.8518518518518519
1,"Lots of studies seem to indicate that minors find it very easy to get marijuana, easier than to get alcohol.",democrat,0.0,0.0,0.0,0.0,12,33.0,other,0.0,0.0,broadcast,108,0.0,0.0909090909090909,0.2272727272727272,0.8636363636363636
4,"The geography of poverty has changed fundamentally in the last 15 years, with more of it concentrated in fragile and conflict states.",other,0.0,0.0,0.0,0.0,14,,other,0.0,0.0,other,133,0.0,0.0833333333333333,0.2083333333333333,0.875
3,"Russia has tremendous numbers of nuclear warheads 1,800, by the way where they expanded, and we didnt.",republican,63.0,114.0,50.0,37.0,12,15.0,new york,325.0,0.3300613496932515,live,102,0.05,0.1,0.3,0.95
4,"For every dollar we invest in Head Start, we get $5 to $7 back into our economy.",democrat,0.0,0.0,0.0,4.0,8,20.0,ohio,5.0,0.5333333333333333,broadcast,80,0.0952380952380952,0.0,0.3809523809523809,0.9047619047619048
1,Says President Obamas decision to not issue a permit for the Keystone XL pipeline meant we were denied the ability immediately to reduce prices at the pump.,republican,0.0,0.0,1.0,0.0,12,20.0,ohio,1.0,0.3,other,156,0.1428571428571428,0.0,0.25,0.8928571428571429
5,Says she is the subject of 60 books.,democrat,40.0,29.0,69.0,76.0,15,22.0,new york,221.0,0.5585585585585585,other,36,0.0,0.0,0.3333333333333333,1.0
3,Seven out of the 10 states with the lowest unemployment rates (have) Republican governors That approach that Republicans are using is working.,republican,6.0,5.0,6.0,6.0,13,8.0,other,26.0,0.437037037037037,live,142,0.04,0.08,0.24,0.88
5,"In writing his book, Gov. Perry pointed out that by any measure Social Security has been a failure.",republican,34.0,32.0,58.0,33.0,11,15.0,other,176.0,0.4587570621468926,broadcast,99,0.1904761904761904,0.0,0.2857142857142857,0.9523809523809524
0,The stimulus created zero jobs.,republican,11.0,5.0,7.0,2.0,40,,other,29.0,0.3733333333333333,campaign_ads,31,0.0,0.0,0.5,1.0
1,The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.,republican,0.0,0.0,0.0,0.0,13,6.0,other,0.0,0.0,official,108,0.0434782608695652,0.0869565217391304,0.391304347826087,0.9565217391304348
1,We import more oil today than ever before.,democrat,70.0,70.0,160.0,163.0,12,9.0,illinois,472.0,0.5674418604651162,broadcast,42,0.0,0.1111111111111111,0.1111111111111111,1.0
5,"Will Hurd tends to have a 96 percent straight Republican, straight party voting record.",democrat,1.0,1.0,2.0,2.0,12,39.0,texas,6.0,0.4857142857142857,social_media,87,0.0625,0.0625,0.375,0.9375
4,Says Chris Christie vetoed Planned Parenthood funding five times over the course of his governorship.,democrat,0.0,0.0,0.0,1.0,12,,other,1.0,0.4,broadcast,101,0.1875,0.0,0.1875,1.0
5,Greece is not a big economy. Its about the size of metropolitan Miami.,other,0.0,2.0,3.0,4.0,12,24.0,other,9.0,0.54,broadcast,70,0.1333333333333333,0.1333333333333333,0.2666666666666666,0.9333333333333332
4,Ive cut the budget of the (lieutenant governors) office by more than half.,republican,0.0,0.0,0.0,1.0,20,19.0,florida,1.0,0.4,broadcast,74,0.0625,0.125,0.3125,0.9375
5,Forty cents of every dollar being spent by the federal government is being borrowed from my children.,republican,33.0,24.0,32.0,35.0,11,12.0,florida,129.0,0.5015384615384616,broadcast,101,0.0,0.0555555555555555,0.2222222222222222,0.9444444444444444
5,Cigarette butts poison babies and small children because of the nicotine in them.,other,0.0,0.0,0.0,0.0,11,46.0,other,0.0,0.0,other,81,0.0714285714285714,0.0714285714285714,0.1428571428571428,1.0
2,"One of the things I would immediately do is bring back the warrior class -- Petraeus, McChrystal, Mattis, Keane, Flynn. ... Every one was retired early because they told President Obama things that he didnt want to hear.",republican,4.0,5.0,4.0,3.0,13,,other,18.0,0.3894736842105263,broadcast,220,0.1590909090909091,0.0227272727272727,0.3636363636363636,0.8409090909090909
0,"Says under his budget-repair bill, collective bargaining is fully intact.",republican,26.0,41.0,32.0,40.0,12,26.0,wisconsin,149.0,0.4653333333333333,broadcast,73,0.0,0.25,0.1666666666666666,1.0
5,"Since I took office, over 319,000 new private sector jobs have been created in Georgia with nearly 93,000 of those coming in the past 12 months.",republican,9.0,5.0,11.0,11.0,11,,other,36.0,0.5405405405405406,campaign_ads,144,0.0357142857142857,0.1071428571428571,0.25,0.9642857142857144
4,And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...,democrat,70.0,71.0,160.0,162.0,12,9.0,illinois,472.0,0.5661733615221987,other,144,0.0,0.0303030303030303,0.3333333333333333,0.8787878787878788
3,"Today in Selma, Ala., the poverty rate is roughly nine times that of whites.",democrat,0.0,0.0,0.0,0.0,13,13.0,other,0.0,0.0,broadcast,76,0.1176470588235294,0.0,0.2941176470588235,0.9411764705882352
1,Says President Obama was proposing pinprick strikes for military intervention in Syria.,republican,33.0,23.0,32.0,35.0,11,12.0,florida,128.0,0.5038759689922481,live,87,0.2307692307692307,0.1538461538461538,0.0769230769230769,1.0
1,Says there are no political prisoners in Cuba.,other,0.0,0.0,0.0,0.0,11,17.0,other,0.0,0.0,official,46,0.1111111111111111,0.1111111111111111,0.3333333333333333,1.0
0,Says Illinois Democrat David Gill would end Medicare.,republican,18.0,9.0,8.0,5.0,43,,other,47.0,0.3708333333333333,campaign_ads,53,0.5555555555555556,0.0,0.2222222222222222,1.0
5,"First, he said he would leave residual forces in Iraq, and now he says he wouldn't.",democrat,11.0,10.0,21.0,16.0,9,12.0,other,62.0,0.5047619047619047,other,83,0.05,0.05,0.25,0.75
3,Says last year the graduation rate for our combined six-district footprint jumped 5.5 percent.,democrat,3.0,2.0,4.0,2.0,9,17.0,other,11.0,0.4666666666666666,other,94,0.0,0.2,0.2,1.0
4,"President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'",republican,5.0,4.0,2.0,1.0,11,,other,13.0,0.3428571428571428,live,269,0.0909090909090909,0.1136363636363636,0.2954545454545454,0.9318181818181818
4,"When he (Donald Trump) asked Florida to have casino gambling, we said no.",republican,17.0,5.0,17.0,23.0,8,,florida,64.0,0.56,broadcast,73,0.1764705882352941,0.0,0.4117647058823529,1.0
3,Milwaukee police use deadly force at a rate that is among the lowest in the country.,other,1.0,0.0,2.0,2.0,12,,other,5.0,0.5333333333333333,live,84,0.0588235294117647,0.0588235294117647,0.2941176470588235,0.9411764705882352
5,"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.",democrat,40.0,29.0,69.0,76.0,15,22.0,new york,221.0,0.5585585585585585,other,87,0.0909090909090909,0.0909090909090909,0.2272727272727272,0.9090909090909092
4,Says Barbara Buono voted to raise her own pay 40 percent.,republican,10.0,17.0,27.0,18.0,14,22.0,other,80.0,0.4691358024691358,broadcast,57,0.1666666666666666,0.0833333333333333,0.25,1.0
2,Says Texas has the most uninsured people of any state -- 6 million.,democrat,0.0,0.0,1.0,0.0,14,46.0,texas,2.0,0.1999999999999999,broadcast,67,0.0714285714285714,0.0714285714285714,0.4285714285714285,1.0
